#1.N,2.ctlg,3.ctlg_eps,4.ctlg_perm,5.K,6.alpha0,7.alpha_eps,8.req_eps,9.R_perm,10.hit_opt%,11.hit_unif%,12.improvement%,c2ctlg
4,10000000,0,2,100,1,0.4,0,2,35.2693,33.6454,1.62398,1E-5
8,100000,0,1,10,0.7,0.4,0,1,4.9421,3.31909,1.62301,1E-4
4,1000000,0.2,2,10,1,0.2,0,1,16.7386,15.1167,1.62193,1E-5
4,100000,0,1,100,1,0.4,0.4,1,49.4414,47.8197,1.6217,1E-3
4,100000,0,2,100,1,0.4,0.4,1,49.4414,47.8197,1.6217,1E-3
2,1000000,0.2,1,100,1,0.4,0.2,1,52.6849,51.064,1.62094,1E-4
4,1000000,0.2,1,100,1,0.4,0.2,1,41.7944,40.1744,1.61998,1E-4
4,100000,0.4,1,100,0.7,0.4,0.2,1,16.8321,15.213,1.61903,1E-3
2,10000000,0,1,100,1,0.4,0,1,43.7251,42.1072,1.61789,1E-5
2,10000000,0,1,100,1,0.4,0,2,43.7251,42.1072,1.61789,1E-5
2,10000000,0,2,100,1,0.4,0,1,43.7251,42.1072,1.61789,1E-5
2,10000000,0,2,100,1,0.4,0,2,43.7251,42.1072,1.61789,1E-5
8,100000,0.2,2,100,1,0.4,0.2,1,39.211,37.5931,1.61786,1E-3
4,100000,0,1,1000,0.7,0.4,0.4,1,33.7473,32.131,1.61624,1E-2
4,100000,0,2,1000,0.7,0.4,0.4,1,33.7473,32.131,1.61624,1E-2
2,100000,0,1,10000,0.7,0.4,0.2,2,48.5074,46.8941,1.61333,1E-1
2,100000,0,2,10000,0.7,0.4,0.2,2,48.5074,46.8941,1.61333,1E-1
8,1000000,0.2,2,100,1,0.4,0,2,32.4379,30.8248,1.6131,1E-4
2,100000,0.2,1,1000,0.7,0.2,0.4,1,31.392,29.78,1.61202,1E-2
2,10000000,0.4,2,100,0.7,0.4,0.2,2,12.043,10.4312,1.6118,1E-5
8,10000000,0.4,2,10,0.7,0.4,0.2,1,3.44153,1.8315,1.61003,1E-6
4,1000000,0.4,1,10000,1,0.4,0.4,2,53.2732,51.6645,1.60874,1E-2
8,10000000,0.4,2,100,0.7,0.4,0.2,1,7.71106,6.10309,1.60797,1E-5
8,100000,0.2,2,10,0.7,0.4,0.2,1,5.83958,4.2335,1.60608,1E-4
8,100000,0.2,2,1000,0.7,0.4,0.4,1,30.5671,28.9617,1.60542,1E-2
8,10000000,0.4,1,100,1,0.2,0.4,1,29.5256,27.9209,1.60469,1E-5
2,10000000,0.4,2,10000,0.7,0.4,0,1,29.8143,28.2099,1.6044,1E-3
2,10000000,0.4,2,10000,0.7,0.4,0,2,29.8143,28.2099,1.6044,1E-3
2,1000000,0,1,10000,1,0.4,0.2,2,50.0031,48.3998,1.60327,1E-2
2,1000000,0,2,10000,1,0.4,0.2,2,50.0031,48.3998,1.60327,1E-2
2,1000000,0.4,2,1000,0.7,0.2,0.2,1,19.4533,17.85,1.60323,1E-3
2,100000,0.2,1,10,1,0.4,0.4,2,20.7987,19.1979,1.60079,1E-4
8,100000,0.2,2,10000,1,0.2,0.4,2,73.781,72.1803,1.60069,1E-1
8,1000000,0.2,1,10,1,0.2,0.2,2,10.6251,9.0248,1.60033,1E-5
4,10000000,0.2,1,100,1,0.4,0,1,35.2725,33.6726,1.59989,1E-5
4,10000000,0.2,1,100,1,0.4,0,2,35.2725,33.6726,1.59989,1E-5
2,100000,0,1,10000,0.4,0.4,0.2,1,30.0809,28.4815,1.59942,1E-1
2,100000,0,2,10000,0.4,0.4,0.2,1,30.0809,28.4815,1.59942,1E-1
2,1000000,0.4,1,10,0.7,0.4,0.2,2,7.44987,5.85083,1.59904,1E-5
4,10000000,0,1,1000,0.7,0.4,0.2,1,16.11,14.5116,1.59847,1E-4
4,10000000,0,2,1000,0.7,0.4,0.2,1,16.11,14.5116,1.59847,1E-4
4,100000,0,1,10000,0.4,0,0.4,1,26.5998,25.0043,1.59552,1E-1
4,100000,0,1,10000,0.4,0,0.4,2,26.5998,25.0043,1.59552,1E-1
4,100000,0,2,10000,0.4,0,0.4,1,26.5998,25.0043,1.59552,1E-1
4,100000,0,2,10000,0.4,0,0.4,2,26.5998,25.0043,1.59552,1E-1
2,100000,0.4,2,10,0.7,0.2,0.2,1,7.64668,6.05162,1.59506,1E-4
2,100000,0.4,2,100,1,0.2,0.4,1,52.9876,51.3934,1.5942,1E-3
4,10000000,0,1,10,1,0.2,0,1,15.5892,13.9965,1.59263,1E-6
4,10000000,0,2,10,1,0.2,0,1,15.5892,13.9965,1.59263,1E-6
8,100000,0.2,1,10,0.7,0.4,0,1,4.84829,3.25789,1.59041,1E-4
2,1000000,0.2,1,100,0.7,0.4,0.2,2,13.6678,12.0782,1.58964,1E-4
8,100000,0,2,10,1,0.2,0,1,13.4969,11.9084,1.58851,1E-4
4,1000000,0.4,2,100,0.7,0.4,0,1,11.4334,9.84569,1.58776,1E-4
4,1000000,0.4,2,100,0.7,0.4,0,2,11.4334,9.84569,1.58776,1E-4
2,100000,0,1,10000,0.4,0.4,0.4,2,24.5111,22.9236,1.58748,1E-1
2,100000,0,2,10000,0.4,0.4,0.4,2,24.5111,22.9236,1.58748,1E-1
2,10000000,0.2,1,100,1,0.4,0,1,43.7264,42.1416,1.58478,1E-5
2,10000000,0.2,1,100,1,0.4,0,2,43.7264,42.1416,1.58478,1E-5
4,100000,0.2,2,10,0.7,0.2,0.4,1,5.38103,3.79634,1.58469,1E-4
8,100000,0,2,10,1,0.2,0.2,1,14.9884,13.4045,1.58394,1E-4
4,100000,0,1,10,1,0.4,0.4,2,17.3878,15.8062,1.58153,1E-4
2,10000000,0,1,1000,0.7,0.2,0.4,1,13.6087,12.0277,1.58098,1E-4
2,10000000,0,2,1000,0.7,0.2,0.4,1,13.6087,12.0277,1.58098,1E-4
4,1000000,0.2,2,1000,0.7,0.4,0.2,1,21.6437,20.0651,1.5786,1E-3
4,10000000,0.4,1,10,0.7,0.4,0,2,4.21313,2.63491,1.57822,1E-6
2,100000,0.4,1,10000,0.7,0.4,0,1,56.9214,55.3432,1.57816,1E-1
2,100000,0.4,1,10000,0.7,0.4,0,2,56.9214,55.3432,1.57816,1E-1
4,100000,0,1,10,1,0.2,0.2,1,20.7553,19.179,1.57624,1E-4
4,100000,0,2,10,1,0.2,0.2,1,20.7553,19.179,1.57624,1E-4
2,100000,0,1,100,1,0.4,0.4,1,62.0702,60.4957,1.57443,1E-3
2,100000,0,2,100,1,0.4,0.4,1,62.0702,60.4957,1.57443,1E-3
8,10000000,0.2,2,10,0.7,0.4,0.2,1,3.36284,1.7896,1.57324,1E-6
2,10000000,0.4,1,100,1,0.2,0.2,1,41.2632,39.6905,1.57263,1E-5
4,10000000,0.2,1,10000,0.7,0.4,0.4,1,26.7065,25.1341,1.57236,1E-3
8,100000,0.4,1,100,1,0.4,0.4,1,42.7273,41.1554,1.57188,1E-3
8,10000000,0.2,2,10000,0.7,0.4,0.4,1,23.4578,21.8863,1.57155,1E-3
2,10000000,0.2,2,100,0.7,0.4,0.2,2,11.7877,10.2167,1.57097,1E-5
4,100000,0.4,2,100,0.7,0.2,0.4,1,14.1306,12.5628,1.56773,1E-3
4,10000000,0.4,1,100,1,0.4,0,1,35.2795,33.7119,1.56766,1E-5
4,10000000,0.4,1,100,1,0.4,0,2,35.2795,33.7119,1.56766,1E-5
4,1000000,0.4,1,100,1,0.4,0.2,1,41.8065,40.2395,1.56693,1E-4
8,100000,0.4,1,10000,0.4,0.2,0.2,2,27.6407,26.0744,1.56636,1E-1
8,1000000,0.2,2,10,0.7,0.4,0,2,3.68768,2.12423,1.56344,1E-5
8,1000000,0,2,10,1,0.2,0.2,1,13.5052,11.9419,1.56328,1E-5
2,100000,0.2,1,10,1,0.2,0,1,25.2717,23.7093,1.56247,1E-4
2,100000,0.2,1,10,1,0.2,0,2,25.2717,23.7093,1.56247,1E-4
4,100000,0.4,2,10,0.7,0.2,0.4,1,5.64917,4.08719,1.56198,1E-4
4,100000,0.2,1,10,1,0.4,0.4,2,17.385,15.8255,1.55947,1E-4
8,1000000,0.2,1,100,0.7,0.4,0.2,1,9.76681,8.20743,1.55938,1E-4
4,1000000,0.4,2,10000,0.7,0.4,0.4,1,38.2199,36.661,1.55898,1E-2
4,100000,0.2,1,100,1,0.4,0.4,1,49.4375,47.8794,1.5581,1E-3
2,100000,0.4,1,1000,0.7,0,0.4,2,26.2268,24.6688,1.55792,1E-2
2,100000,0.4,2,1000,0.7,0,0.4,1,26.2268,24.6688,1.55792,1E-2
8,10000000,0.2,2,100,0.7,0.4,0.2,1,7.5422,5.98512,1.55708,1E-5
8,10000000,0.2,2,100,1,0.4,0.2,2,26.9566,25.4023,1.55427,1E-5
2,1000000,0.2,1,1000,0.7,0.4,0,1,25.311,23.7568,1.55416,1E-3
2,1000000,0.2,1,1000,0.7,0.4,0,2,25.311,23.7568,1.55416,1E-3
8,1000000,0.4,1,1000,0.7,0.4,0.4,1,19.6958,18.142,1.55381,1E-3
4,100000,0.4,2,1000,0.7,0.2,0.4,1,28.7984,27.246,1.55248,1E-2
4,100000,0.4,2,100,0.7,0.4,0,1,15.7409,14.189,1.55193,1E-3
4,100000,0.4,2,100,0.7,0.4,0,2,15.7409,14.189,1.55193,1E-3
8,100000,0.2,2,1000,0.4,0.4,0.4,1,9.38007,7.82982,1.55025,1E-2
2,100000,0.2,2,100,0.7,0.2,0.2,1,15.8274,14.2772,1.5502,1E-3
4,10000000,0.4,1,10,1,0.2,0,1,15.5497,13.9997,1.54999,1E-6
2,1000000,0.2,1,100,0.7,0.2,0.4,1,11.0485,9.49893,1.54958,1E-4
4,10000000,0.2,1,1000,0.7,0.4,0.2,1,15.9,14.3505,1.5495,1E-4
4,100000,0.2,2,10,0.7,0.4,0,2,7.15908,5.61044,1.54863,1E-4
8,1000000,0,1,100,0.7,0.4,0.2,1,9.9237,8.37703,1.54666,1E-4
8,100000,0,1,10000,0.4,0.2,0.4,1,27.4251,25.88,1.54511,1E-1
8,100000,0,2,10000,0.4,0.2,0.4,1,27.4251,25.88,1.54511,1E-1
8,100000,0.4,2,10,0.7,0.4,0,1,5.20252,3.65849,1.54403,1E-4
2,1000000,0.4,1,100,1,0.4,0.2,1,52.7088,51.1658,1.54291,1E-4
8,100000,0,2,100,0.7,0.4,0.2,1,14.166,12.6231,1.54288,1E-3
2,100000,0.4,1,10,0.7,0.2,0.4,1,7.58642,6.04405,1.54237,1E-4
2,100000,0.4,1,1000,0.4,0.4,0.4,1,10.4803,8.94107,1.53918,1E-2
8,1000000,0,1,100,1,0.4,0,1,32.4297,30.8913,1.53834,1E-4
2,10000000,0.4,1,100,1,0.4,0,1,43.7319,42.194,1.53793,1E-5
2,10000000,0.4,1,100,1,0.4,0,2,43.7319,42.194,1.53793,1E-5
8,1000000,0.4,2,10,0.7,0.4,0,2,3.78415,2.24681,1.53733,1E-5
2,10000000,0,1,100,0.7,0.4,0.2,2,11.5961,10.0587,1.53731,1E-5
2,10000000,0,2,100,0.7,0.4,0.2,2,11.5961,10.0587,1.53731,1E-5
2,100000,0.2,2,100,0.7,0.4,0.2,2,17.4984,15.9626,1.5358,1E-3
8,1000000,0.4,1,100,0.7,0.4,0.2,1,9.63376,8.10166,1.5321,1E-4
8,1000000,0.2,2,10,0.7,0.4,0,1,3.68768,2.1559,1.53178,1E-5
8,1000000,0.2,2,10000,0.4,0.4,0.4,1,9.65746,8.12737,1.53009,1E-2
2,1000000,0.4,1,10000,0.4,0.4,0.4,1,10.6954,9.16625,1.52918,1E-2
2,10000000,0.4,2,1000,0.7,0.4,0.2,2,17.7902,16.2611,1.52911,1E-4
8,100000,0.2,1,10000,0.4,0.4,0.4,2,26.1657,24.6371,1.52855,1E-1
4,100000,0.2,2,10,1,0.2,0.4,1,23.2089,21.6803,1.52853,1E-4
4,100000,0,1,1000,0.4,0.4,0.4,1,9.59297,8.06464,1.52833,1E-2
4,100000,0,2,1000,0.4,0.4,0.4,1,9.59297,8.06464,1.52833,1E-2
4,10000000,0,2,10,0.7,0.4,0.2,1,5.15146,3.62712,1.52434,1E-6
8,100000,0,2,100,1,0.4,0.2,1,39.1912,37.6677,1.52348,1E-3
2,100000,0.2,2,100,1,0.2,0.4,1,52.7449,51.2215,1.52342,1E-3
8,1000000,0,1,10,0.7,0.4,0.2,1,4.22071,2.69814,1.52257,1E-5
4,1000000,0.2,2,100,0.7,0.4,0,1,11.174,9.6516,1.52238,1E-4
4,1000000,0.2,2,100,0.7,0.4,0,2,11.174,9.6516,1.52238,1E-4
8,1000000,0,1,10,0.7,0.4,0,2,3.61238,2.09199,1.52039,1E-5
8,1000000,0,2,10,0.7,0.4,0,2,3.61238,2.09199,1.52039,1E-5
8,10000000,0.4,2,1000,0.7,0.4,0.2,1,13.513,11.9927,1.5203,1E-4
8,1000000,0,2,100,1,0.4,0,1,32.4297,30.9095,1.52011,1E-4
2,1000000,0.4,1,1000,0.7,0.2,0.4,1,19.5322,18.0125,1.51961,1E-3
2,100000,0,1,1000,0.4,0.2,0.4,1,9.03977,7.52058,1.51919,1E-2
2,100000,0,2,1000,0.4,0.2,0.4,1,9.03977,7.52058,1.51919,1E-2
2,1000000,0.4,1,10000,0.7,0,0.4,2,27.5246,26.0056,1.51908,1E-2
2,1000000,0.4,2,10000,0.7,0,0.4,1,27.5246,26.0056,1.51908,1E-2
4,1000000,0.4,2,100,1,0.2,0.4,1,38.6291,37.1112,1.51785,1E-4
8,10000000,0,1,10,1,0.4,0.4,2,11.8386,10.3227,1.51583,1E-6
8,1000000,0.4,2,100,1,0.2,0.4,1,32.6115,31.0959,1.51563,1E-4
8,10000000,0.2,1,10,1,0.2,0.2,2,9.67988,8.1643,1.51559,1E-6
2,1000000,0,1,10000,0.4,0.2,0.4,1,9.15589,7.64171,1.51418,1E-2
2,1000000,0,2,10000,0.4,0.2,0.4,1,9.15589,7.64171,1.51418,1E-2
4,1000000,0,1,10000,0.4,0.4,0.4,1,9.81323,8.29943,1.51379,1E-2
4,1000000,0,2,10000,0.4,0.4,0.4,1,9.81323,8.29943,1.51379,1E-2
2,100000,0.2,2,10000,1,0.2,0,1,76.6929,75.1816,1.51129,1E-1
2,100000,0.2,2,10000,1,0.2,0,2,76.6929,75.1816,1.51129,1E-1
8,10000000,0,2,100,1,0.4,0.2,2,26.9538,25.4433,1.51051,1E-5
2,1000000,0.4,1,100,0.7,0.4,0.2,2,13.4959,11.9856,1.5103,1E-4
8,100000,0.2,2,10000,1,0.4,0,1,73.6485,72.1382,1.51028,1E-1
8,100000,0.2,2,10000,1,0.4,0,2,73.6485,72.1382,1.51028,1E-1
8,1000000,0.2,2,10,1,0.2,0,1,12.0396,10.5304,1.50923,1E-5
8,1000000,0.4,2,1000,0.7,0.4,0.2,1,18.8735,17.3646,1.50891,1E-3
2,10000000,0.2,1,100,0.7,0.4,0.2,2,11.4434,9.93703,1.5064,1E-5
8,10000000,0,2,10,0.7,0.4,0.2,1,3.30176,1.79706,1.50469,1E-6
8,10000000,0.2,1,10,1,0.4,0.4,2,11.8322,10.3288,1.50345,1E-6
2,100000,0.2,1,1000,1,0.2,0.4,2,50.4801,48.9785,1.50157,1E-2
8,1000000,0.4,1,10,1,0.2,0.4,1,14.9516,13.4504,1.5012,1E-5
4,10000000,0.4,2,100,0.7,0.4,0,1,8.8559,7.35493,1.50096,1E-5
4,10000000,0.4,2,100,0.7,0.4,0,2,8.8559,7.35493,1.50096,1E-5
8,100000,0.4,2,10000,1,0.2,0.4,2,73.206,71.7054,1.50058,1E-1
2,100000,0.2,2,10000,1,0.4,0.4,1,81.3541,79.8537,1.50035,1E-1
2,10000000,0.4,2,10000,0.7,0.2,0.2,1,21.1734,19.6739,1.49954,1E-3
2,100000,0.2,1,10000,0.4,0,0.4,1,25.8012,24.3023,1.49897,1E-1
2,100000,0.2,2,10000,0.4,0,0.4,2,25.8012,24.3023,1.49897,1E-1
2,100000,0.4,1,10,1,0.4,0.4,2,20.837,19.3383,1.49878,1E-4
2,10000000,0.2,2,10000,0.7,0.4,0,1,29.1959,27.6974,1.49849,1E-3
2,10000000,0.2,2,10000,0.7,0.4,0,2,29.1959,27.6974,1.49849,1E-3
4,10000000,0.4,1,1000,0.7,0.4,0.2,1,15.7244,14.2261,1.49826,1E-4
8,1000000,0,2,100,1,0.4,0,2,32.4297,30.9356,1.49409,1E-4
8,10000000,0.4,1,10,0.7,0.4,0.2,1,3.20987,1.71635,1.49352,1E-6
2,100000,0,1,1000,0.7,0.4,0.2,1,38.3217,36.8286,1.4931,1E-2
2,100000,0,2,1000,0.7,0.4,0.2,1,38.3217,36.8286,1.4931,1E-2
8,10000000,0,1,10000,0.7,0.4,0.4,1,23.0957,21.6033,1.4924,1E-3
8,10000000,0,2,10000,0.7,0.4,0.4,1,23.0957,21.6033,1.4924,1E-3
4,100000,0,1,10000,1,0.4,0.2,1,77.5012,76.0088,1.49234,1E-1
4,100000,0,2,10000,1,0.4,0.2,1,77.5012,76.0088,1.49234,1E-1
4,1000000,0.4,2,10,0.7,0.4,0,2,5.61294,4.1212,1.49174,1E-5
4,1000000,0,1,1000,0.7,0.4,0.2,1,21.2905,19.8005,1.48994,1E-3
4,1000000,0,2,1000,0.7,0.4,0.2,1,21.2905,19.8005,1.48994,1E-3
8,100000,0.2,1,100,0.7,0.4,0.2,1,13.938,12.4505,1.48748,1E-3
2,100000,0.2,1,100,1,0.4,0.4,1,62.0901,60.6031,1.48698,1E-3
8,1000000,0,2,100,1,0.2,0.4,1,32.4478,30.9618,1.48599,1E-4
2,10000000,0.4,2,10,0.7,0.4,0.2,2,6.64782,5.16252,1.4853,1E-6
2,1000000,0.4,1,10000,1,0.4,0,1,59.8462,58.3641,1.48205,1E-2
2,1000000,0.4,1,10000,1,0.4,0,2,59.8462,58.3641,1.48205,1E-2
4,100000,0,1,10000,1,0.2,0.2,2,76.2223,74.7404,1.48196,1E-1
4,100000,0,2,10000,1,0.2,0.2,2,76.2223,74.7404,1.48196,1E-1
8,1000000,0.2,2,100,1,0.2,0.4,1,32.5134,31.0332,1.48018,1E-4
4,10000000,0.4,1,10000,0.7,0.4,0.4,1,26.4352,24.9554,1.47987,1E-3
4,1000000,0.2,2,100,1,0.2,0.4,1,38.5234,37.0443,1.47909,1E-4
2,10000000,0.2,1,1000,0.7,0.2,0.4,1,13.1986,11.7206,1.47799,1E-4
8,10000000,0,2,100,1,0.2,0.2,1,27.1499,25.6741,1.47585,1E-5
2,1000000,0.4,2,100,0.7,0.2,0.2,1,10.7383,9.26339,1.47491,1E-4
8,100000,0.4,2,10,1,0.2,0,2,13.6343,12.16,1.4743,1E-4
2,10000000,0.4,1,100,0.7,0.4,0.2,2,11.3171,9.84279,1.47429,1E-5
4,100000,0.2,1,10000,0.4,0.4,0.4,1,28.8291,27.3568,1.47232,1E-1
8,10000000,0.2,1,100,1,0.4,0.2,2,26.9558,25.484,1.47181,1E-5
4,100000,0.4,1,100,1,0.4,0.4,1,49.4552,47.9841,1.47109,1E-3
8,10000000,0,2,100,0.7,0.4,0.2,1,7.40919,5.9382,1.47099,1E-5
2,10000000,0.2,2,1000,0.7,0.4,0.2,2,17.4139,15.943,1.47089,1E-4
8,100000,0.4,2,100,0.7,0.4,0,1,13.1024,11.6349,1.46749,1E-3
4,100000,0.4,2,10,1,0.4,0.2,2,20.7166,19.2501,1.46654,1E-4
4,1000000,0,1,100,0.7,0.4,0,1,10.9755,9.50957,1.4659,1E-4
4,1000000,0,1,100,0.7,0.4,0,2,10.9755,9.50957,1.4659,1E-4
4,1000000,0,2,100,0.7,0.4,0,1,10.9755,9.50957,1.4659,1E-4
4,1000000,0,2,100,0.7,0.4,0,2,10.9755,9.50957,1.4659,1E-4
2,100000,0.4,2,1000,0.7,0.2,0.2,1,30.8771,29.4115,1.46559,1E-2
8,1000000,0.4,2,100,0.7,0.4,0,1,9.0245,7.56067,1.46383,1E-4
8,1000000,0.2,1,100,1,0.4,0,1,32.4302,30.9674,1.46279,1E-4
8,1000000,0.4,1,10,0.7,0.4,0,2,3.49846,2.03609,1.46237,1E-5
2,100000,0.4,1,10,1,0.2,0,1,25.336,23.875,1.46106,1E-4
2,100000,0.4,1,10,1,0.2,0,2,25.336,23.875,1.46106,1E-4
8,10000000,0.2,2,1000,0.7,0.4,0.2,1,13.2348,11.7738,1.461,1E-4
2,100000,0.4,2,10,0.7,0.4,0.4,2,7.44406,5.98327,1.46079,1E-4
8,1000000,0.4,1,100,1,0.2,0.4,1,32.3906,30.9302,1.46048,1E-4
2,100000,0.2,2,10,0.7,0.2,0.2,1,7.23377,5.77507,1.4587,1E-4
8,10000000,0.4,2,100,1,0.4,0.2,2,26.964,25.5057,1.4583,1E-5
4,10000000,0.2,2,100,0.7,0.4,0,1,8.67046,7.21344,1.45703,1E-5
4,10000000,0.2,2,100,0.7,0.4,0,2,8.67046,7.21344,1.45703,1E-5
2,10000000,0.2,2,10,0.7,0.4,0.2,2,6.50691,5.05457,1.45234,1E-6
2,1000000,0.4,2,10,1,0.2,0.2,2,19.3971,17.9464,1.45074,1E-5
8,100000,0.4,1,100,0.7,0.4,0.2,1,13.7487,12.298,1.45065,1E-3
8,10000000,0,1,100,0.7,0.4,0.2,1,7.40919,5.95914,1.45005,1E-5
8,100000,0,1,1000,0.7,0.4,0.4,1,30.0716,28.6221,1.44953,1E-2
8,100000,0,2,1000,0.7,0.4,0.4,1,30.0716,28.6221,1.44953,1E-2
2,100000,0,1,100,1,0.2,0.4,1,52.627,51.1776,1.44935,1E-3
2,100000,0,2,100,1,0.2,0.4,1,52.627,51.1776,1.44935,1E-3
4,100000,0.2,2,100,0.7,0.4,0,1,15.3635,13.9201,1.4434,1E-3
4,100000,0.2,2,100,0.7,0.4,0,2,15.3635,13.9201,1.4434,1E-3
4,10000000,0,1,10,0.7,0.4,0.2,1,5.15146,3.71036,1.4411,1E-6
8,1000000,0.2,1,100,1,0.4,0,2,32.4302,30.9893,1.44092,1E-4
2,100000,0.4,2,10000,0.7,0.2,0.4,2,44.027,42.5867,1.44031,1E-1
4,1000000,0,1,100,1,0.2,0.4,1,38.46,37.0202,1.43973,1E-4
4,1000000,0,2,100,1,0.2,0.4,1,38.46,37.0202,1.43973,1E-4
4,100000,0.2,1,1000,0.7,0.4,0.4,1,33.3168,31.8778,1.43902,1E-2
8,10000000,0,1,100,1,0.4,0.2,2,26.9538,25.5154,1.43833,1E-5
2,1000000,0.2,2,10000,1,0.4,0.2,2,49.1967,47.7586,1.43811,1E-2
2,1000000,0.4,2,10000,0.7,0.4,0.2,1,43.3603,41.9226,1.43769,1E-2
2,1000000,0.4,1,100,0.7,0.2,0.4,1,10.7593,9.3216,1.43765,1E-4
2,1000000,0.2,1,10000,0.7,0.2,0.4,1,33.7261,32.2915,1.43451,1E-2
2,10000000,0.4,1,10000,0.7,0.2,0.4,1,21.3792,19.9468,1.43234,1E-3
4,100000,0.2,1,10,1,0.2,0.4,1,23.0127,21.5827,1.43001,1E-4
2,100000,0,1,1000,1,0.4,0.4,2,40.2045,38.7759,1.42851,1E-2
2,100000,0,2,1000,1,0.4,0.4,2,40.2045,38.7759,1.42851,1E-2
4,100000,0.4,1,10,1,0.4,0.4,2,17.3875,15.9603,1.4272,1E-4
2,10000000,0,1,10,0.7,0.4,0.2,2,6.40113,4.97419,1.42693,1E-6
2,10000000,0,2,10,0.7,0.4,0.2,2,6.40113,4.97419,1.42693,1E-6
8,10000000,0.2,1,100,0.7,0.4,0.2,1,7.29949,5.87428,1.4252,1E-5
4,1000000,0.2,2,10000,0.7,0.4,0.4,1,37.5065,36.083,1.42344,1E-2
8,1000000,0.2,2,100,0.7,0.4,0,1,8.81782,7.39585,1.42197,1E-4
8,100000,0.4,1,10000,0.4,0.4,0.2,2,27.4556,26.0338,1.42178,1E-1
4,10000000,0.4,1,10,1,0.4,0.4,2,15.5343,14.1127,1.42162,1E-6
4,10000000,0,1,100,0.7,0.4,0,1,8.52813,7.10664,1.42149,1E-5
4,10000000,0,1,100,0.7,0.4,0,2,8.52813,7.10664,1.42149,1E-5
4,10000000,0,2,100,0.7,0.4,0,1,8.52813,7.10664,1.42149,1E-5
4,10000000,0,2,100,0.7,0.4,0,2,8.52813,7.10664,1.42149,1E-5
4,10000000,0.2,1,10,0.7,0.4,0.2,1,5.08105,3.66156,1.41949,1E-6
8,1000000,0.2,2,1000,0.7,0.4,0.2,1,18.4819,17.0659,1.41606,1E-3
2,10000000,0,1,1000,0.7,0.4,0.2,2,17.1321,15.7163,1.41586,1E-4
2,10000000,0,2,1000,0.7,0.4,0.2,2,17.1321,15.7163,1.41586,1E-4
2,1000000,0.4,1,10000,1,0.2,0.2,2,60.9472,59.5316,1.41569,1E-2
4,1000000,0.2,1,10000,1,0.4,0.4,2,52.2368,50.8221,1.41474,1E-2
8,1000000,0.2,1,10,0.7,0.4,0.2,1,4.14867,2.73449,1.41418,1E-5
8,100000,0.2,1,10000,0.7,0.2,0.4,2,47.9735,46.5595,1.41407,1E-1
8,10000000,0.4,1,100,0.7,0.4,0.2,1,7.20611,5.79262,1.41349,1E-5
4,1000000,0.2,1,100,0.7,0.4,0,1,10.8163,9.40319,1.41315,1E-4
4,1000000,0.2,1,100,0.7,0.4,0,2,10.8163,9.40319,1.41315,1E-4
8,10000000,0.2,1,10000,0.7,0.4,0.4,1,22.8007,21.3882,1.41245,1E-3
4,1000000,0.2,1,10,0.7,0.4,0.4,2,3.37062,1.9583,1.41232,1E-5
4,1000000,0.4,2,1000,0.7,0.2,0.4,1,16.9407,15.5297,1.41099,1E-3
4,10000000,0.4,2,10000,0.7,0.4,0.2,1,24.7426,23.3333,1.40928,1E-3
8,10000000,0,1,1000,0.7,0.4,0.2,1,13.0147,11.6058,1.40892,1E-4
8,10000000,0,2,1000,0.7,0.4,0.2,1,13.0147,11.6058,1.40892,1E-4
8,1000000,0.4,2,10000,0.7,0.4,0.4,1,34.5244,33.1156,1.40874,1E-2
8,1000000,0,1,100,1,0.4,0,2,32.4297,31.0211,1.40859,1E-4
2,10000000,0.2,1,10,0.7,0.4,0.2,2,6.31688,4.91109,1.40579,1E-6
2,1000000,0.2,2,1000,0.7,0.2,0.2,1,18.5384,17.1329,1.40552,1E-3
8,100000,0.4,1,10000,1,0.4,0.2,1,78.3977,76.9931,1.40462,1E-1
2,1000000,0.4,2,10,0.7,0.2,0.4,1,5.79379,4.38921,1.40458,1E-5
8,10000000,0.4,2,100,0.7,0.4,0,1,6.65073,5.24965,1.40107,1E-5
8,100000,0.4,2,1000,0.4,0.2,0.4,1,8.68935,7.29002,1.39933,1E-2
2,100000,0,1,100,0.7,0.4,0.2,2,17.1359,15.7366,1.39921,1E-3
2,100000,0,2,100,0.7,0.4,0.2,2,17.1359,15.7366,1.39921,1E-3
4,1000000,0.2,1,1000,0.7,0.4,0.2,1,21.0107,19.613,1.39772,1E-3
2,100000,0.4,2,10000,1,0.2,0,1,75.9666,74.569,1.39755,1E-1
2,100000,0.4,2,10000,1,0.2,0,2,75.9666,74.569,1.39755,1E-1
4,100000,0.2,2,100,0.7,0.2,0.4,1,13.5615,12.1649,1.39663,1E-3
2,10000000,0.4,2,1000,0.7,0.2,0.2,1,12.7698,11.3733,1.39651,1E-4
8,100000,0.4,1,10000,0.7,0,0.4,2,50.7849,49.3897,1.39519,1E-1
8,100000,0.4,2,10000,0.7,0,0.4,1,50.7849,49.3897,1.39519,1E-1
4,1000000,0.2,1,100,1,0.2,0.4,1,38.4282,37.033,1.39516,1E-4
2,100000,0.2,1,10000,0.7,0.2,0.2,2,49.6121,48.2176,1.39447,1E-1
8,100000,0.4,2,1000,0.4,0.4,0.2,1,9.17386,7.77948,1.39438,1E-2
